Title,Note,URL,Tags,Comment
,,,,
Mary Mac's Tea Room,,https://www.google.com/maps/place/Mary+Mac's+Tea+Room/data=!4m2!3m1!1s0x88f5046c25254a81:0xc83a97db2139189f,,
BRASH Coffee,,https://www.google.com/maps/place/BRASH+Coffee/data=!4m2!3m1!1s0x88f504ec7666feff:0x9dd943c7084fa0e6,,
West Egg Cafe,,https://www.google.com/maps/place/West+Egg+Cafe/data=!4m2!3m1!1s0x88f504eb803d995f:0xb8279c83ef560801,,
Fat Matt's Rib Shack,,https://www.google.com/maps/place/Fat+Matt's+Rib+Shack/data=!4m2!3m1!1s0x88f505cd01c7b697:0xc9a82f61b19a25f6,,
"Bellyard, West Midtown Atlanta, a Tribute Portfolio Hotel",,"https://www.google.com/maps/place/Bellyard,+West+Midtown+Atlanta,+a+Tribute+Portfolio+Hotel/data=!4m2!3m1!1s0x88f5053d02cbc3c9:0x886036e27a0918cb",,
